1,4.6869e-134
1.5,0
2.5,2.6151e-226
3,1.5842e-142
3.5,1.3232e-94
4,3.8016e-65
4.5,4.0592e-46
5,2.8907e-33
5.5,2.8344e-24
6,8.6982e-18
6.5,5.341e-13
7,3.9024e-09
7.5,1.345e-06
8,0.0030913
8.5,0.012241
9,0.25572
9.5,39.795
10,19.311
10.5,65.59
11,703.66
11.5,974.63
12,1908.9
12.5,4357.2
13,9669.5
13.5,19301
14,35255
14.5,59764
15,95020
15.5,1.4304e+05
16,2.0557e+05
16.5,2.8378e+05
17,3.7831e+05
17.5,4.8868e+05
18,6.1415e+05
18.5,7.5414e+05
19,9.0722e+05
19.5,1.0716e+06
20,1.2445e+06
20.5,1.4235e+06
21,1.6075e+06
21.5,1.7947e+06
22,1.9813e+06
22.5,2.1656e+06
23,2.3475e+06
23.5,2.5257e+06
24,2.6991e+06
24.5,2.8665e+06
25,3.0252e+06
25.5,3.1747e+06
26,3.3162e+06
26.5,3.4492e+06
27,3.5736e+06
27.5,3.6849e+06
28,3.7859e+06
28.5,3.8784e+06
29,3.9622e+06
29.5,4.0376e+06
30,4.1022e+06
30.5,4.1565e+06
31,4.2036e+06
31.5,4.2435e+06
32,4.2767e+06
32.5,4.3035e+06
33,4.3241e+06
33.5,4.3389e+06
34,4.3481e+06
34.5,4.3522e+06
35,4.3488e+06
35.5,4.3383e+06
36,4.324e+06
36.5,4.3061e+06
37,4.2847e+06
37.5,4.2602e+06
38,4.2327e+06
38.5,4.2025e+06
39,4.1699e+06
39.5,4.1349e+06
40,4.0963e+06
40.5,4.0541e+06
41,4.0104e+06
41.5,3.9653e+06
42,3.9189e+06
42.5,3.8715e+06
43,3.823e+06
43.5,3.7735e+06
44,3.7235e+06
44.5,3.6725e+06
45,3.6198e+06
45.5,3.5658e+06
46,3.5113e+06
46.5,3.4566e+06
47,3.4017e+06
47.5,3.3465e+06
48,3.2915e+06
48.5,3.2362e+06
49,3.1807e+06
49.5,3.1255e+06
50,3.0695e+06
50.5,3.0131e+06
51,2.957e+06
51.5,2.9008e+06
52,2.8452e+06
52.5,2.7898e+06
53,2.7343e+06
53.5,2.6795e+06
54,2.6247e+06
54.5,2.5701e+06
55,2.5155e+06
55.5,2.4608e+06
56,2.4067e+06
56.5,2.3529e+06
57,2.2992e+06
57.5,3.452e+06
58,2.1932e+06
58.5,2.1405e+06
59,4.2355e+06
59.5,2.0364e+06
60,1.9847e+06
60.5,1.9331e+06
61,1.8816e+06
61.5,1.8307e+06
62,1.7799e+06
62.5,1.7295e+06
63,1.6793e+06
63.5,1.6293e+06
64,1.5796e+06
64.5,1.5302e+06
65,1.4806e+06
65.5,1.4314e+06
66,1.3822e+06
66.5,1.5935e+06
67,1.7897e+06
67.5,1.2486e+06
68,1.1873e+06
68.5,1.1389e+06
69,1.2731e+06
69.5,9.8151e+05
70,9.0823e+05
70.5,8.6681e+05
71,8.2528e+05
71.5,7.8328e+05
72,7.4112e+05
72.5,6.9867e+05
73,6.5562e+05
73.5,6.1245e+05
74,5.6867e+05
74.5,5.2434e+05
75,4.7976e+05
75.5,4.3429e+05
76,3.8828e+05
76.5,3.4165e+05
77,2.9391e+05
77.5,2.4562e+05
78,1.9616e+05
78.5,1.4601e+05
79,94402
79.5,35038
80,0
