1,4.6176e-134
1.5,0
2.5,2.5869e-226
3,1.6001e-142
3.5,1.3558e-94
4,3.9264e-65
4.5,4.2086e-46
5,2.9999e-33
5.5,2.9409e-24
6,9.017e-18
6.5,5.5264e-13
7,4.0004e-09
7.5,1.3828e-06
8,0.0031236
8.5,0.01245
9,0.25943
9.5,39.61
10,19.665
10.5,67.448
11,715.28
11.5,998.94
12,1964.2
12.5,4481.8
13,9923.6
13.5,19759
14,35998
14.5,60852
15,96467
15.5,1.4478e+05
16,2.0741e+05
16.5,2.854e+05
17,3.7923e+05
17.5,4.8824e+05
18,6.1158e+05
18.5,7.4851e+05
19,8.9747e+05
19.5,1.0567e+06
20,1.2231e+06
20.5,1.3945e+06
21,1.5699e+06
21.5,1.7472e+06
22,1.923e+06
22.5,2.0955e+06
23,2.2649e+06
23.5,2.4299e+06
24,2.5893e+06
24.5,2.7423e+06
25,2.8864e+06
25.5,3.0211e+06
26,3.1477e+06
26.5,3.2657e+06
27,3.3753e+06
27.5,3.4721e+06
28,3.5588e+06
28.5,3.6374e+06
29,3.7077e+06
29.5,3.77e+06
30,3.8221e+06
30.5,3.8646e+06
31,3.9001e+06
31.5,3.9291e+06
32,3.9519e+06
32.5,3.9687e+06
33,3.9799e+06
33.5,3.9859e+06
34,3.9867e+06
34.5,3.9829e+06
35,3.9723e+06
35.5,3.9552e+06
36,3.9349e+06
36.5,3.9113e+06
37,3.8847e+06
37.5,3.8554e+06
38,3.8237e+06
38.5,3.7894e+06
39,3.7531e+06
39.5,3.7149e+06
40,3.6732e+06
40.5,3.6286e+06
41,3.5828e+06
41.5,3.5358e+06
42,3.4879e+06
42.5,3.439e+06
43,3.3892e+06
43.5,3.3388e+06
44,3.2878e+06
44.5,3.2361e+06
45,3.1831e+06
45.5,3.1289e+06
46,3.0743e+06
46.5,3.0197e+06
47,2.965e+06
47.5,2.91e+06
48,2.8553e+06
48.5,2.8005e+06
49,2.7455e+06
49.5,2.6908e+06
50,2.6356e+06
50.5,2.5798e+06
51,2.5244e+06
51.5,2.4692e+06
52,2.4139e+06
52.5,2.3593e+06
53,2.3049e+06
53.5,2.2504e+06
54,2.1965e+06
54.5,2.1428e+06
55,2.0888e+06
55.5,2.0351e+06
56,1.9816e+06
56.5,1.9283e+06
57,1.8753e+06
57.5,2.2198e+06
58,1.7699e+06
58.5,1.7177e+06
59,2.3731e+06
59.5,1.6138e+06
60,1.562e+06
60.5,1.5103e+06
61,1.4587e+06
61.5,1.4074e+06
62,1.3562e+06
62.5,1.305e+06
63,1.2541e+06
63.5,1.2033e+06
64,1.1524e+06
64.5,1.1017e+06
65,1.0509e+06
65.5,9.9995e+05
66,9.4912e+05
66.5,9.8401e+05
67,1.0136e+06
67.5,8.0048e+05
68,7.4523e+05
68.5,6.9382e+05
69,7.0255e+05
69.5,5.6522e+05
70,5.0713e+05
70.5,4.5965e+05
71,4.1152e+05
71.5,3.6227e+05
72,3.122e+05
72.5,2.6117e+05
73,2.0877e+05
73.5,1.5554e+05
74,1.0038e+05
74.5,37650
75,0
