1,7.2454e-134
1.5,0
2.5,3.9187e-226
3,1.8587e-142
3.5,1.2227e-94
4,2.9425e-65
4.5,2.7831e-46
5,1.8309e-33
5.5,1.7084e-24
6,5.0876e-18
6.5,3.0791e-13
7,2.657e-09
7.5,7.8285e-07
8,0.0023792
8.5,0.0077186
9,0.15802
9.5,32.363
10,12.37
10.5,39.212
11,514.47
11.5,646.13
12,1149.4
12.5,2569.2
13,5730
13.5,11526
14,21270
14.5,36513
15,58904
15.5,90148
16,1.319e+05
16.5,1.8568e+05
17,2.5273e+05
17.5,3.3373e+05
18,4.292e+05
18.5,5.3981e+05
19,6.6562e+05
19.5,8.0638e+05
20,9.609e+05
20.5,1.1285e+06
21,1.3086e+06
21.5,1.5006e+06
22,1.7017e+06
22.5,1.9107e+06
23,2.1275e+06
23.5,2.3512e+06
24,2.5803e+06
24.5,2.8136e+06
25,3.0481e+06
25.5,3.2828e+06
26,3.5182e+06
26.5,3.7529e+06
27,3.9866e+06
27.5,4.2129e+06
28,4.4339e+06
28.5,4.6516e+06
29,4.8646e+06
29.5,5.0722e+06
30,5.2715e+06
30.5,5.4612e+06
31,5.6446e+06
31.5,5.8218e+06
32,5.9914e+06
32.5,6.1543e+06
33,6.31e+06
33.5,6.4576e+06
34,6.598e+06
34.5,6.7313e+06
35,6.8523e+06
35.5,6.9622e+06
36,7.0655e+06
36.5,7.1615e+06
37,7.2509e+06
37.5,7.3342e+06
38,7.4105e+06
38.5,7.4805e+06
39,7.5444e+06
39.5,7.6019e+06
40,7.6505e+06
40.5,7.6906e+06
41,7.7252e+06
41.5,7.7547e+06
42,7.7798e+06
42.5,7.8001e+06
43,7.8158e+06
43.5,7.828e+06
44,7.8357e+06
44.5,7.8395e+06
45,7.838e+06
45.5,7.8299e+06
46,7.8187e+06
46.5,7.8052e+06
47,7.788e+06
47.5,7.7683e+06
48,7.7466e+06
48.5,7.7218e+06
49,7.6946e+06
49.5,7.6659e+06
50,7.6332e+06
50.5,7.597e+06
51,7.56e+06
51.5,7.5209e+06
52,7.4806e+06
52.5,7.4393e+06
53,7.3961e+06
53.5,7.3522e+06
54,7.3074e+06
54.5,7.2609e+06
55,7.2128e+06
55.5,7.1633e+06
56,7.1124e+06
56.5,7.0613e+06
57,7.0098e+06
57.5,3.951e+07
58,6.9047e+06
58.5,6.8518e+06
59,6.5085e+07
59.5,6.7448e+06
60,6.6908e+06
60.5,6.6362e+06
61,6.5813e+06
61.5,6.5266e+06
62,6.4714e+06
62.5,6.4163e+06
63,6.3611e+06
63.5,6.3057e+06
64,6.2504e+06
64.5,6.1952e+06
65,6.1391e+06
65.5,6.083e+06
66,6.027e+06
66.5,1.3226e+07
67,2.0012e+07
67.5,6.2195e+06
68,5.8052e+06
68.5,5.7499e+06
69,1.0824e+07
69.5,4.4342e+06
70,3.7284e+06
70.5,3.7134e+06
71,3.6983e+06
71.5,3.6833e+06
72,3.6681e+06
72.5,3.6531e+06
73,3.6375e+06
73.5,3.6218e+06
74,3.6055e+06
74.5,3.5886e+06
75,3.572e+06
75.5,3.5546e+06
76,3.5369e+06
76.5,3.5189e+06
77,3.5005e+06
77.5,3.4815e+06
78,3.4625e+06
78.5,3.4431e+06
79,3.4234e+06
79.5,3.4035e+06
80,3.3831e+06
80.5,3.3625e+06
81,3.3417e+06
81.5,3.3204e+06
82,3.2991e+06
82.5,3.2776e+06
83,3.256e+06
83.5,3.2339e+06
84,3.212e+06
84.5,3.1896e+06
85,3.1671e+06
85.5,3.1445e+06
86,3.122e+06
86.5,3.0991e+06
87,3.0763e+06
87.5,3.0534e+06
88,3.0303e+06
88.5,3.0071e+06
89,2.9839e+06
89.5,2.9605e+06
90,2.9373e+06
90.5,2.9137e+06
91,2.8902e+06
91.5,2.8666e+06
92,2.8429e+06
92.5,2.8192e+06
93,2.7957e+06
93.5,2.7719e+06
94,2.7481e+06
94.5,2.7244e+06
95,2.7008e+06
95.5,2.677e+06
96,2.6533e+06
96.5,2.6296e+06
97,2.6059e+06
97.5,2.5822e+06
98,2.5586e+06
98.5,2.535e+06
99,2.5115e+06
99.5,2.4881e+06
100,2.4645e+06
100.5,2.4409e+06
101,2.4176e+06
